CORPORATE BANKS,,,,,,,,,,
Bank Australia,Mutual / member-owned,Agribusiness / Farm Loan,18+ / authorised business applicant,Business/legal status must be acceptable,Contribution/security depends on facility,"$20,000-$5,000,000",Up to 15 years,Business cash flow and financials required,Business serviceability/cash-flow assessment required,Business credit assessment required
Bank Australia,Mutual / member-owned,Bridging Loan,18,Accepted residency/legal status required,10% demo minimum; >80% LVR extra review,"$50,000-$2,000,000",Up to 30 years,Regular verifiable income required,Must pass serviceability assessment,Acceptable credit history; adverse events may require manual review
Bank Australia,Mutual / member-owned,Business Overdraft / Line of Credit,18+ / authorised business applicant,Business/legal status must be acceptable,Contribution/security depends on facility,"$20,000-$5,000,000",Up to 15 years,Business cash flow and financials required,Business serviceability/cash-flow assessment required,Business credit assessment required
Bank Australia,Mutual / member-owned,Business Term Loan,18+ / authorised business applicant,Business/legal status must be acceptable,Contribution/security depends on facility,"$20,000-$5,000,000",Up to 15 years,Business cash flow and financials required,Business serviceability/cash-flow assessment required,Business credit assessment required
Bank Australia,Mutual / member-owned,Car / Vehicle Loan,18,Accepted residency/legal status required,No deposit if unsecured; security if applicable,"$5,000-$100,000",Up to 7 years,Regular verifiable income required,Must pass affordability assessment,Acceptable credit history; adverse events may require manual review
Bank Australia,Mutual / member-owned,Commercial Property Loan,18+ / authorised business applicant,Business/legal status must be acceptable,Contribution/security depends on facility,"$20,000-$5,000,000",Up to 15 years,Business cash flow and financials required,Business serviceability/cash-flow assessment required,Business credit assessment required
Bank Australia,Mutual / member-owned,Commercial Real Estate Finance,Authorised corporate borrower,Corporate/legal status must be acceptable,Facility-specific collateral/leverage,"$500,000+ / negotiated",Negotiated,Audited financials and forecasts required,Debt service / covenant capacity assessed,Corporate credit assessment required
Bank Australia,Mutual / member-owned,Construction Loan,18,Accepted residency/legal status required,10% demo minimum; >80% LVR extra review,"$50,000-$2,000,000",Up to 30 years,Regular verifiable income required,Must pass serviceability assessment,Acceptable credit history; adverse events may require manual review
Bank Australia,Mutual / member-owned,Corporate Term Facility,Authorised corporate borrower,Corporate/legal status must be acceptable,Facility-specific collateral/leverage,"$500,000+ / negotiated",Negotiated,Audited financials and forecasts required,Debt service / covenant capacity assessed,Corporate credit assessment required
Bank Australia,Mutual / member-owned,Equipment / Asset Finance,18+ / authorised business applicant,Business/legal status must be acceptable,Contribution/security depends on facility,"$20,000-$5,000,000",Up to 15 years,Business cash flow and financials required,Business serviceability/cash-flow assessment required,Business credit assessment required
Bank Australia,Mutual / member-owned,First Home Buyer Loan,18,Accepted residency/legal status required,10% demo minimum; >80% LVR extra review,"$50,000-$2,000,000",Up to 30 years,Regular verifiable income required,Must pass serviceability assessment,Acceptable credit history; adverse events may require manual review
Bank Australia,Mutual / member-owned,Green / Sustainability Loan,18,Accepted residency/legal status required,No deposit if unsecured; security if applicable,"$5,000-$100,000",Up to 7 years,Regular verifiable income required,Must pass affordability assessment,Acceptable credit history; adverse events may require manual review
Bank Australia,Mutual / member-owned,Home Loan Refinance,18,Accepted residency/legal status required,10% demo minimum; >80% LVR extra review,"$50,000-$2,000,000",Up to 30 years,Regular verifiable income required,Must pass serviceability assessment,Acceptable credit history; adverse events may require manual review
Bank Australia,Mutual / member-owned,Investment Property Loan,18,Accepted residency/legal status required,10% demo minimum; >80% LVR extra review,"$50,000-$2,000,000",Up to 30 years,Regular verifiable income required,Must pass serviceability assessment,Acceptable credit history; adverse events may require manual review
Bank Australia,Mutual / member-owned,Owner-Occupied Home Loan,18,Accepted residency/legal status required,10% demo minimum; >80% LVR extra review,"$50,000-$2,000,000",Up to 30 years,Regular verifiable income required,Must pass serviceability assessment,Acceptable credit history; adverse events may require manual review
Bank Australia,Mutual / member-owned,Project Finance,Authorised corporate borrower,Corporate/legal status must be acceptable,Facility-specific collateral/leverage,"$500,000+ / negotiated",Negotiated,Audited financials and forecasts required,Debt service / covenant capacity assessed,Corporate credit assessment required
Bank Australia,Mutual / member-owned,Reverse Mortgage / Equity Release,18,Accepted residency/legal status required,10% demo minimum; >80% LVR extra review,"$50,000-$2,000,000",Up to 30 years,Regular verifiable income required,Must pass serviceability assessment,Acceptable credit history; adverse events may require manual review
Bank Australia,Mutual / member-owned,Revolving Credit Facility,Authorised corporate borrower,Corporate/legal status must be acceptable,Facility-specific collateral/leverage,"$500,000+ / negotiated",Negotiated,Audited financials and forecasts required,Debt service / covenant capacity assessed,Corporate credit assessment required
Bank Australia,Mutual / member-owned,Secured Personal Loan,18,Accepted residency/legal status required,No deposit if unsecured; security if applicable,"$5,000-$100,000",Up to 7 years,Regular verifiable income required,Must pass affordability assessment,Acceptable credit history; adverse events may require manual review
Bank Australia,Mutual / member-owned,SMSF / Self-Managed Super Property Loan,18,Accepted residency/legal status required,10% demo minimum; >80% LVR extra review,"$50,000-$2,000,000",Up to 30 years,Regular verifiable income required,Must pass serviceability assessment,Acceptable credit history; adverse events may require manual review
Bank Australia,Mutual / member-owned,Trade Finance,Authorised corporate borrower,Corporate/legal status must be acceptable,Facility-specific collateral/leverage,"$500,000+ / negotiated",Negotiated,Audited financials and forecasts required,Debt service / covenant capacity assessed,Corporate credit assessment required
Bank Australia,Mutual / member-owned,Unsecured Personal Loan,18,Accepted residency/legal status required,No deposit if unsecured; security if applicable,"$5,000-$100,000",Up to 7 years,Regular verifiable income required,Must pass affordability assessment,Acceptable credit history; adverse events may require manual review
Bank Australia,Mutual / member-owned,Vacant Land Loan,18,Accepted residency/legal status required,10% demo minimum; >80% LVR extra review,"$50,000-$2,000,000",Up to 30 years,Regular verifiable income required,Must pass serviceability assessment,Acceptable credit history; adverse events may require manual review
Bank Australia,Mutual / member-owned,Working Capital Loan,18+ / authorised business applicant,Business/legal status must be acceptable,Contribution/security depends on facility,"$20,000-$5,000,000",Up to 15 years,Business cash flow and financials required,Business serviceability/cash-flow assessment required,Business credit assessment required
Great Southern Bank,Mutual / member-owned,Agribusiness / Farm Loan,18+ / authorised business applicant,Business/legal status must be acceptable,Contribution/security depends on facility,"$20,000-$5,000,000",Up to 15 years,Business cash flow and financials required,Business serviceability/cash-flow assessment required,Business credit assessment required
